full_item,stage1_code,stage1_name,stage2_code,stage2_name,stage1_label,stage2_label
"Provide all labor, materials and equipment for drinking fountain / bottle filler combo unit for janitor closets and service areas. per ASME A112.19.2 for vitreous china fixtures. ADA fixtures mounted at heights per accessibility code.",22,Plumbing,22 40 00,Plumbing Fixtures,Category 22 - Plumbing,22 40 00 Plumbing Fixtures
Request for approval: form release agent and accessories for use at building core shear walls. Forms to remain in place for minimum 7-day cure period. conforming to OSHA shoring requirements.,03,Concrete,03 10 00,Concrete Forming and Accessories,Category 03 - Concrete,03 10 00 Concrete Forming and Accessories
Proposal for furnishing and glazing of vinyl casement windows with Low-E glass for residential tower window replacement. Windows to be factory-assembled and glazed.,08,Openings,08 50 00,Windows,Category 08 - Openings,08 50 00 Windows
"Vendor submittal: curtain wall window system unitized. Includes all sealants, flashing and perimeter caulking. per approved window schedule and shop drawings.",08,Openings,08 50 00,Windows,Category 08 - Openings,08 50 00 Windows
"Request for approval: blast-resistant security window assemblies for use for residential tower window replacement. Includes all sealants, flashing and perimeter caulking. per energy code and ASHRAE 90.1 requirements.",08,Openings,08 50 00,Windows,Category 08 - Openings,08 50 00 Windows
"Request for approval: LED high-bay warehouse light fixtures for use for parking garage and canopy lighting. All fixtures to be LED with minimum 50,000-hour rated life. per project specification Section 26 50 00.",26,Electrical,26 50 00,Lighting,Category 26 - Electrical,26 50 00 Lighting
"Proposal for supply and installation of split-system DX cooling unit with condenser for office building comfort cooling. Includes refrigerant piping, pad, and electrical connections.",23,HVAC,23 60 00,Central Cooling Equipment,Category 23 - HVAC,23 60 00 Central Cooling Equipment
VENDOR SUBMITTAL: Proposal for procurement and installation of hardwood oak strip flooring 3/4-inch solid for restrooms and locker rooms. Moisture testing required per ASTM F2170 before installation.,09,Finishes,09 60 00,Flooring,Category 09 - Finishes,09 60 00 Flooring
Material submittal for crystalline waterproofing admixture for concrete. All seams to be sealed and corners reinforced. Refer to per project specification Section 07 10 00.,07,Thermal and Moisture Protection,07 10 00,Dampproofing and Waterproofing,Category 07 - Thermal and Moisture Protection,07 10 00 Dampproofing and Waterproofing
Subcontractor bid for spandrel glass panels with ceramic frit. Location: for fire-rated glazing at rated corridors. Includes structural silicone sealant for wet glazing.,08,Openings,08 80 00,Glazing,Category 08 - Openings,08 80 00 Glazing
Supply and install automatic sliding door operator for fire-rated corridor and stairwell openings. Fire-rated assemblies with UL listed label. per door and hardware schedule on drawings.,08,Openings,08 10 00,Doors and Frames,Category 08 - Openings,08 10 00 Doors and Frames
"Subcontractor bid for floor sealer and concrete stain. Location: for millwork, casework and trim. Touch-up painting at all trades damage at project completion.",09,Finishes,09 90 00,Painting and Coating,Category 09 - Finishes,09 90 00 Painting and Coating
Supply and install point-of-use water filtration system for drinking water cooling and dispensing. Unit to be seismic-rated for installation zone. per local health and plumbing code requirements.,22,Plumbing,22 30 00,Plumbing Equipment,Category 22 - Plumbing,22 30 00 Plumbing Equipment
"Provide all labor, materials and equipment for fiber reinforcing mesh for slab-on-grade for concrete shear walls per seismic design. per ASTM A615 Grade 60 specifications. Minimum concrete cover 3 inches for footings, 1.5 inches for slabs.",03,Concrete,03 20 00,Concrete Reinforcing,Category 03 - Concrete,03 20 00 Concrete Reinforcing
Proposal for delivery and setting of aluminum double-hung windows thermally broken for office and classroom window openings. Glazing to be dual-pane insulated Low-E argon-filled.,08,Openings,08 50 00,Windows,Category 08 - Openings,08 50 00 Windows
"Provide all labor, materials and equipment for automatic transfer switch (ATS) 400A for tenant electrical metering and sub-distribution. per utility company service entrance requirements. Equipment to be UL 891 listed and labeled.",26,Electrical,26 20 00,Low-Voltage Electrical Distribution,Category 26 - Electrical,26 20 00 Low-Voltage Electrical Distribution
Subject: Material Submittal – Proposal for pouring and curing of high-early-strength concrete for fast-track construction for exterior sidewalks and curbs. Concrete to be cured with wet burlap and plastic sheeting for 7 days.,03,Concrete,03 30 00,Cast-in-Place Concrete,Category 03 - Concrete,03 30 00 Cast-in-Place Concrete
"SCOPE OF WORK DESCRIPTION: Subcontractor bid for sports field LED flood lighting system. Location: for warehouse and industrial high-bay areas. All fixtures to be LED with minimum 50,000-hour rated life.",26,Electrical,26 50 00,Lighting,Category 26 - Electrical,26 50 00 Lighting
Request for approval: fiberglass batt insulation R-19 for exterior walls for use for mechanical room pipe and duct insulation. Fire rating: Class A flame spread per ASTM E84. conforming to local energy conservation code.,07,Thermal and Moisture Protection,07 20 00,Thermal Insulation,Category 07 - Thermal and Moisture Protection,07 20 00 Thermal Insulation
Furnish and install steel pipe bollards with concrete fill as indicated on drawings and per ADA and local building code requirements. Steel to be shop-primed with rust-inhibitive primer.,05,Metals,05 50 00,Metal Fabrications,Category 05 - Metals,05 50 00 Metal Fabrications
Request for approval: exterior acrylic paint system with primer for use for exposed structural steel fireproofing. VOC content to comply with LEED IEQ v4 requirements. per project specification Section 09 90 00.,09,Finishes,09 90 00,Painting and Coating,Category 09 - Finishes,09 90 00 Painting and Coating
This submittal covers the application of acoustic insulation for interior partitions for attic floor and knee wall insulation. All work to comply with per ASHRAE 90.1 energy code requirements. Fire rating: Class A flame spread per ASTM E84.,07,Thermal and Moisture Protection,07 20 00,Thermal Insulation,Category 07 - Thermal and Moisture Protection,07 20 00 Thermal Insulation
"Vendor submittal: heat recovery ventilator (HRV/ERV). Includes gas piping, venting and combustion air provisions. per AHRI certified heating capacity ratings.",23,HVAC,23 70 00,Central Heating Equipment,Category 23 - HVAC,23 70 00 Central Heating Equipment
Subcontractor bid for veneer plaster system over blueboard. Location: for tenant improvement build-out. Partitions to achieve fire rating per UL assembly design.,09,Finishes,09 20 00,Plaster and Gypsum Board,Category 09 - Finishes,09 20 00 Plaster and Gypsum Board
"Subject: Material Submittal – Request for approval: drywall finishing including taping, mudding and sanding for use for elevator shaft and mechanical shaft walls. Metal studs at 16 inches on center, bridging at mid-height. per ASTM C840 gypsum board application standard.",09,Finishes,09 20 00,Plaster and Gypsum Board,Category 09 - Finishes,09 20 00 Plaster and Gypsum Board
"Provide all labor, materials and equipment for roofing insulation tapered cricket system for low-slope roof area approximately 45,000 square feet. per project specification Section 07 50 00. Insulation R-30 minimum per energy code, tapered for drainage.",07,Thermal and Moisture Protection,07 50 00,Membrane Roofing,Category 07 - Thermal and Moisture Protection,07 50 00 Membrane Roofing
Furnish and install computer room precision cooling unit (CRAC/CRAH) as indicated on drawings and per AHRI certified performance ratings. Factory startup and commissioning by manufacturer representative.,23,HVAC,23 60 00,Central Cooling Equipment,Category 23 - HVAC,23 60 00 Central Cooling Equipment
This submittal covers the installation of moisture-resistant (green board) gypsum in wet areas for fire-rated corridor and stairwell assemblies. All work to comply with per UL listed assembly design number. Partitions to achieve fire rating per UL assembly design.,09,Finishes,09 20 00,Plaster and Gypsum Board,Category 09 - Finishes,09 20 00 Plaster and Gypsum Board
SCOPE OF WORK DESCRIPTION: Vendor submittal: metal deck shear studs and connectors. Minimum bearing length 2 inches on structural steel supports. per project specification Section 05 30 00.,05,Metals,05 30 00,Metal Decking,Category 05 - Metals,05 30 00 Metal Decking
Material submittal for tankless instantaneous water heater. 5-year manufacturer warranty on heat exchanger. Refer to per project specification Section 22 30 00.,22,Plumbing,22 30 00,Plumbing Equipment,Category 22 - Plumbing,22 30 00 Plumbing Equipment
"This submittal covers the shop fabrication and field installation of miscellaneous steel angles, plates and channels for interior and exterior metal railings. All work to comply with per project specification Section 05 50 00. Steel to be shop-primed with rust-inhibitive primer.",05,Metals,05 50 00,Metal Fabrications,Category 05 - Metals,05 50 00 Metal Fabrications
Vendor submittal: wired glass for fire-rated openings. Glass thickness and type per structural analysis for wind loads. per glazing contractor shop drawings.,08,Openings,08 80 00,Glazing,Category 08 - Openings,08 80 00 Glazing
Subcontractor bid for triple-glazed high-performance IGU. Location: for curtain wall and storefront glazing systems. Insulated units with warm-edge spacer and argon gas fill.,08,Openings,08 80 00,Glazing,Category 08 - Openings,08 80 00 Glazing
Proposal for shop fabrication and field installation of steel pipe bollards with concrete fill miscellaneous metals throughout building. Field welds to be ground smooth and touch-up painted.,05,Metals,05 50 00,Metal Fabrications,Category 05 - Metals,05 50 00 Metal Fabrications
Scope of work includes installation of crystalline waterproofing admixture for concrete for elevator pit and mechanical room. All seams to be sealed and corners reinforced.,07,Thermal and Moisture Protection,07 10 00,Dampproofing and Waterproofing,Category 07 - Thermal and Moisture Protection,07 10 00 Dampproofing and Waterproofing
delivery and commissioning of hydronic baseboard fin-tube radiation heater including all necessary accessories and hardware. per AHRI certified heating capacity ratings.,23,HVAC,23 70 00,Central Heating Equipment,Category 23 - HVAC,23 70 00 Central Heating Equipment
